Comment,Designator,Footprint,LCSC
"LED_Cree_XHP50_6V","D1,D2,D3,D4","KiCad_Libraries:LED_Cree-XHP35",""
"Conn_Hole_0p7","D5,D6","Wire_holes:Wire_Pad_01",""
"Mounting_Hole_M2","U1,U2","mount_holes:Hole_screw_M2",""
